# ============================================================================
# CHAOS REDUX - EVENT 006 INDEPENDENCE WAVE IDEAS REGISTRY
# ============================================================================
# Definition-only source consolidation. Original identifiers, values, and
# section order are preserved; source markers retain package provenance.
# Identical file-scoped constants are emitted once at the registry header.
# ============================================================================

# Consolidated file-scoped constants
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 industrial_capacity_factory = 0.03 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw156_moluccan_charter = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 navy_org_factor = 0.05 supply_consumption_factor = -0.05 }
		}

		# IW-196: vanilla Antilles formable
		independence_wave_iw196_antilles_contested_congress = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 trade_opinion_factor = -0.10 }
		}
		independence_wave_iw196_antilles_integrated_maritime_guard = {
			picture = generic_coastal_navy
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 navy_org_factor = 0.04 naval_speed_factor = 0.03 supply_consumption_factor = -0.03 }
		}
		independence_wave_iw196_antilles_federal_compact = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 industrial_capacity_factory = 0.03 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw196_antilles_charter = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 navy_org_factor = 0.05 supply_consumption_factor = -0.05 }
		}

		# IW-197: CHL Mapuche State cosmetic route
		independence_wave_iw197_mapuche_contested_territorial_council = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 supply_consumption_factor = 0.06 }
		}
		independence_wave_iw197_mapuche_integrated_mountain_guard = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 army_org_factor = 0.04 army_speed_factor = 0.03 supply_consumption_factor = -0.03 }
		}
		independence_wave_iw197_mapuche_federal_compact = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 industrial_capacity_factory = 0.03 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw197_mapuche_charter = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 army_defence_factor = 0.06 supply_consumption_factor = -0.05 }
		}

		# IW-204: Kingdom of Araucania and Patagonia restoration
		independence_wave_iw204_restoration_contested_court = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 supply_consumption_factor = 0.06 }
		}
		independence_wave_iw204_restoration_integrated_frontier_guard = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 army_org_factor = 0.04 army_speed_factor = 0.03 supply_consumption_factor = -0.03 }
		}
		independence_wave_iw204_restoration_federal_compact = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 industrial_capacity_factory = 0.03 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw204_restoration_charter = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 army_org_factor = 0.05 supply_consumption_factor = -0.05 }
		}

		# SOURCE: 006_independence_wave_karelia_crimea_ideas.txt
		kar_contested_forest_administration = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KAR }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @kar_crisis_stability supply_consumption_factor = @kar_crisis_supply army_defence_factor = @kar_crisis_defense }
		}
		kar_forest_state_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KAR }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @kar_mature_stability supply_consumption_factor = @kar_mature_supply army_defence_factor = @kar_mature_defense }
		}
		kar_constitutional_mandate = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KAR }
			allowed_civil_war = { always = yes }
			modifier = { political_power_gain = @kar_constitutional_pp stability_factor = @kar_constitutional_stability research_speed_factor = 0.05 }
		}
		kar_workers_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KAR }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @kar_socialist_factory production_speed_buildings_factor = @kar_socialist_construction consumer_goods_factor = @kar_socialist_consumer }
		}
		kar_frontier_authority = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KAR }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @kar_traditional_stability war_support_factor = @kar_traditional_war_support recruitable_population_factor = 0.05 }
		}
		kar_frontier_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KAR }
			allowed_civil_war = { always = yes }
			modifier = { army_defence_factor = @kar_emergency_defense army_org_factor = @kar_emergency_org training_time_army_factor = -0.10 }
		}
		cri_contested_peninsula_administration = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = CRI }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @cri_crisis_stability supply_consumption_factor = @cri_crisis_supply army_defence_factor = @cri_crisis_defense }
		}
		cri_return_state_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = CRI }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @cri_mature_stability supply_consumption_factor = @cri_mature_supply army_defence_factor = @cri_mature_defense }
		}
		cri_constitutional_mandate = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = CRI }
			allowed_civil_war = { always = yes }
			modifier = { political_power_gain = @cri_constitutional_pp stability_factor = @cri_constitutional_stability research_speed_factor = 0.05 }
		}
		cri_workers_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = CRI }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @cri_socialist_factory production_speed_buildings_factor = @cri_socialist_construction consumer_goods_factor = @cri_socialist_consumer }
		}
		cri_return_authority = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = CRI }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @cri_traditional_stability war_support_factor = @cri_traditional_war_support recruitable_population_factor = 0.05 }
		}
		cri_coastal_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = CRI }
			allowed_civil_war = { always = yes }
			modifier = { army_defence_factor = @cri_emergency_defense army_org_factor = @cri_emergency_org naval_speed_factor = 0.08 }
		}

		# SOURCE: 006_independence_wave_khakassia_ideas.txt
		kha_fragmented_frontier_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = -0.14 supply_consumption_factor = 0.16 recruitable_population_factor = -0.03 }
		}
		kha_khakass_frontier_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.10 supply_consumption_factor = -0.08 army_defence_factor = 0.10 }
		}
		kha_minusinsk_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { local_resources_factor = 0.08 production_speed_buildings_factor = 0.03 }
		}
		kha_council_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.07 research_speed_factor = 0.05 production_speed_buildings_factor = 0.04 }
		}
		kha_sayan_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.03 recruitable_population_factor = 0.05 supply_consumption_factor = -0.05 }
		}
		kha_sayan_workers_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = 0.08 production_speed_buildings_factor = 0.08 consumer_goods_factor = -0.05 }
		}
		kha_frontier_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KHA has_independence_wave_kha_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = { army_defence_factor = 0.12 army_org_factor = 0.08 training_time_army_factor = -0.08 stability_factor = -0.04 }
		}

		# SOURCE: 006_independence_wave_komi_ideas.txt
		komi_fragmented_taiga_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = -0.15
				supply_consumption_factor = 0.14
				recruitable_population_factor = -0.04
			}
		}

		komi_northern_republic_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.10
				supply_consumption_factor = -0.09
				army_defence_factor = 0.08
			}
		}

		komi_taiga_congress_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.07
				research_speed_factor = 0.04
				production_speed_buildings_factor = 0.05
			}
		}

		komi_rail_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = 0.07
				production_speed_buildings_factor = 0.07
				consumer_goods_factor = -0.04
			}
		}

		komi_community_register = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				local_resources_factor = 0.07
				stability_factor = 0.03
				production_speed_buildings_factor = 0.03
			}
		}

		komi_taiga_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.08
				recruitable_population_factor = 0.04
				supply_consumption_factor = -0.04
			}
		}

		komi_taiga_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KOM }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = 0.13
				army_org_factor = 0.07
				training_time_army_factor = -0.08
				stability_factor = -0.04
			}
		}

		# SOURCE: 006_independence_wave_kosovo_ideas.txt
		kos_fractured_municipal_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KOS }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kos_crisis_stability
				supply_consumption_factor = @kos_crisis_supply
				recruitable_population_factor = @kos_crisis_recruitable
			}
		}

		kos_cantonal_state_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KOS }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kos_mature_stability
				supply_consumption_factor = @kos_mature_supply
				army_defence_factor = @kos_mature_defense
			}
		}

		kos_agrarian_civic_assembly = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KOS }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kos_civic_stability
				research_speed_factor = @kos_civic_research
				production_speed_buildings_factor = @kos_civic_construction
			}
		}

		kos_workers_municipal_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KOS }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @kos_socialist_factory
				production_speed_buildings_factor = @kos_socialist_construction
				consumer_goods_factor = @kos_socialist_consumer
			}
		}

		kos_federal_cantonal_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KOS }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kos_federal_stability
				trade_opinion_factor = @kos_federal_trade
				supply_consumption_factor = @kos_federal_supply
			}
		}

		kos_territorial_defence_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KOS }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @kos_emergency_defense
				army_org_factor = @kos_emergency_org
				training_time_army_factor = @kos_emergency_training
			}
		}

		# SOURCE: 006_independence_wave_kuban_ideas.txt
		kub_fragmented_mounted_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KUB }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kub_crisis_stability
				supply_consumption_factor = @kub_crisis_supply
				recruitable_population_factor = @kub_crisis_recruitable
			}
		}

		kub_kuban_host_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KUB }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kub_mature_stability
				supply_consumption_factor = @kub_mature_supply
				army_defence_factor = @kub_mature_defense
			}
		}

		kub_rada_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KUB }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kub_constitutional_stability
				research_speed_factor = @kub_constitutional_research
				production_speed_buildings_factor = @kub_constitutional_construction
			}
		}

		kub_guard_soviets = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KUB }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @kub_socialist_factory
				production_speed_buildings_factor = @kub_socialist_construction
				consumer_goods_factor = @kub_socialist_consumer
			}
		}

		kub_stanitsa_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KUB }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @kub_agrarian_stability
				recruitable_population_factor = @kub_agrarian_recruitable
				supply_consumption_factor = @kub_agrarian_supply
			}
		}

		kub_mounted_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KUB }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @kub_emergency_defense
				army_org_factor = @kub_emergency_org
				training_time_army_factor = @kub_emergency_training
			}
		}

		# SOURCE: 006_independence_wave_kurdistan_ideas.txt
		kur_fragmented_mountain_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = -0.14
				supply_consumption_factor = 0.18
				recruitable_population_factor = -0.03
			}
		}

		kur_kurdish_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.10
				army_defence_factor = 0.10
				supply_consumption_factor = -0.08
			}
		}

		kur_federal_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.07
				research_speed_factor = 0.04
				political_power_factor = 0.05
			}
		}

		kur_tribal_federal_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = 0.12
				recruitable_population_factor = 0.04
				stability_factor = 0.04
			}
		}

		kur_socialist_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = 0.08
				production_speed_buildings_factor = 0.07
				consumer_goods_factor = -0.04
			}
		}

		kur_mountain_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = 0.16
				army_org_factor = 0.08
				training_time_army_factor = -0.08
				stability_factor = -0.04
			}
		}

		kur_patron_protected_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = KUR has_independence_wave_kur_identity_rights_clearance = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.05
				army_attack_factor = 0.06
				trade_opinion_factor = 0.08
				political_power_factor = -0.03
			}
		}

		# SOURCE: 006_independence_wave_macedonia_ideas.txt
		mac_divided_vardar_authority = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @mac_crisis_stability
				supply_consumption_factor = @mac_crisis_supply
				army_defence_factor = @mac_crisis_defense
			}
		}

		mac_vardar_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @mac_mature_stability
				supply_consumption_factor = @mac_mature_supply
				army_defence_factor = @mac_mature_defense
			}
		}

		mac_municipal_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @mac_constitutional_pp
				stability_factor = @mac_constitutional_stability
				research_speed_factor = @mac_constitutional_research
			}
		}

		mac_mountain_workers_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @mac_popular_factory
				production_speed_buildings_factor = @mac_popular_construction
				consumer_goods_factor = @mac_popular_consumer
			}
		}

		mac_village_autonomy_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @mac_traditional_stability
				war_support_factor = @mac_traditional_war_support
				recruitable_population_factor = @mac_traditional_recruitable
			}
		}

		mac_mountain_defence_commission = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @mac_emergency_defense
				army_org_factor = @mac_emergency_org
				training_time_army_factor = @mac_emergency_training
			}
		}

		mac_patron_rail_compact = {
			picture = independence_wave_recognition_diplomacy
			allowed = { original_tag = MAC }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @mac_patron_trade
				puppet_cost_factor = @mac_patron_dependency
			}
		}

		# SOURCE: 006_independence_wave_mari_ideas.txt
		mel_fragmented_forest_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = -0.15
				supply_consumption_factor = 0.14
				recruitable_population_factor = -0.04
			}
		}

		mel_mari_forest_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.09
				supply_consumption_factor = -0.07
				army_defence_factor = 0.09
			}
		}

		mel_forest_congress_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.07
				research_speed_factor = 0.04
				production_speed_buildings_factor = 0.05
			}
		}

		mel_woodland_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = 0.07
				production_speed_buildings_factor = 0.07
				consumer_goods_factor = -0.04
			}
		}

		mel_mari_community_register = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				local_resources_factor = 0.06
				stability_factor = 0.03
				production_speed_buildings_factor = 0.03
			}
		}

		mel_forest_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.08
				recruitable_population_factor = 0.04
				supply_consumption_factor = -0.04
			}
		}

		mel_forest_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = MEL }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = 0.13
				army_org_factor = 0.07
				training_time_army_factor = -0.08
				stability_factor = -0.04
			}
		}

		# SOURCE: 006_independence_wave_mediterranean_ideas.txt
		cor_exposed_island_supply = {
			picture = independence_wave_mediterranean_island_crisis
			allowed = { is_independence_wave_cor_package = yes }
			modifier = {
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR_REDUCTION
			}
		}

		cor_civic_coastal_compact = {
			picture = independence_wave_mediterranean_state_compact
			allowed = { is_independence_wave_cor_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD_REDUCTION
			}
		}

		cor_constitutional_communes = { picture = independence_wave_mediterranean_constitutional_assembly allowed = { is_independence_wave_cor_package = yes } modifier = { political_power_gain = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD } }
		cor_mountain_communes = { picture = independence_wave_mediterranean_mountain_communes allowed = { is_independence_wave_cor_package = yes } modifier = { production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_RECRUITABLE_POPULATION } }
		cor_island_guard_mandate = { picture = independence_wave_mediterranean_island_guard allowed = { is_independence_wave_cor_package = yes } modifier = { army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG training_time_army_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG_REDUCTION consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MINOR } }
		cor_protected_customs_mandate = { picture = independence_wave_mediterranean_patron_customs allowed = { is_independence_wave_cor_package = yes } modifier = { trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_DECISIVE industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD } }

		arx_fragmented_island_authority = {
			picture = independence_wave_mediterranean_island_crisis
			allowed = { is_independence_wave_arx_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG_REDUCTION
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR_REDUCTION
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR_REDUCTION
			}
		}

		arx_sardinian_reconstruction_council = {
			picture = independence_wave_mediterranean_state_compact
			allowed = { is_independence_wave_arx_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
				industrial_capacity_dockyard = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
			}
		}

		arx_island_constitution = { picture = independence_wave_mediterranean_constitutional_assembly allowed = { is_independence_wave_arx_package = yes } modifier = { political_power_gain = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD } }
		arx_sardinian_labor_compact = { picture = independence_wave_mediterranean_labor_compact allowed = { is_independence_wave_arx_package = yes } modifier = { production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_RECRUITABLE_POPULATION } }
		arx_crown_consultative_state = { picture = independence_wave_mediterranean_crown_council allowed = { is_independence_wave_arx_package = yes } modifier = { stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG drift_defence_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_EXTREME } }
		arx_mountain_guard_directorate = { picture = independence_wave_mediterranean_island_guard allowed = { is_independence_wave_arx_package = yes } modifier = { army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG planning_speed = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MINOR } }

		asx_contested_port_authority = {
			picture = independence_wave_mediterranean_island_crisis
			allowed = { is_independence_wave_asx_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR_REDUCTION
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR_REDUCTION
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
			}
		}

		asx_trinacrian_state_compact = {
			picture = independence_wave_mediterranean_state_compact
			allowed = { is_independence_wave_asx_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
				industrial_capacity_dockyard = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
			}
		}

		asx_palermo_constitution = { picture = independence_wave_mediterranean_constitutional_assembly allowed = { is_independence_wave_asx_package = yes } modifier = { political_power_gain = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD } }
		asx_chambers_of_labor_compact = { picture = independence_wave_mediterranean_labor_compact allowed = { is_independence_wave_asx_package = yes } modifier = { production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_RECRUITABLE_POPULATION } }
		asx_two_sicilies_crown_council = { picture = independence_wave_mediterranean_crown_council allowed = { is_independence_wave_asx_package = yes } modifier = { stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG political_power_gain = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD } }
		asx_straits_security_directorate = { picture = independence_wave_mediterranean_island_guard allowed = { is_independence_wave_asx_package = yes } modifier = { army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR planning_speed = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MINOR } }
		asx_protected_mediterranean_mandate = { picture = independence_wave_mediterranean_patron_customs allowed = { is_independence_wave_asx_package = yes } modifier = { trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_EXTREME industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD industrial_capacity_dockyard = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD } }

		independence_wave_form05_provisional_maritime_charter = {
			picture = independence_wave_form05_provisional_charter
			allowed = { has_independence_wave_form05_active_progression = yes }
			modifier = {
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
