asset_key,asset_type,family,intended_in_game_use,source_mode,target_size,required_variants,visual_direction,avoid,suggested_filename,suggested_sprite_name,final_game_folder,reference_folder,animation_brief,status
continent_package_oceania,continent-unifier identity package,World order,oceania unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_oceania_continent_package,GFX_012_oceania_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
continent_package_the_world,continent-unifier identity package,World order,the world unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_the_world_continent_package,GFX_012_the_world_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
host_overlay_sovereignty_treaty,host overlay motif kit,Host overlays,"Egypt, Morocco, Tunisia, and other treaty or protectorate hosts",generated UI art informed by sourced treaty and institutional references,header motif plus 64x64 and 32x32 icons,"neutral, active proof, failed proof","treaty pages, gates, balanced civic and sovereign symbols, no readable text","generic parchment wall, colonial flag collage, one-country symbolism imposed on every host",host_overlay_sovereignty_treaty.dds,GFX_012_africa_host_overlay_sovereignty_treaty,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,"static, with separate proof-state warning overlay supplied by the shared proof kit",deferred_controlled_pool
host_overlay_invasion_resistance,host overlay motif kit,Host overlays,"Ethiopia, Libya, Algeria, and other invasion or liberation-war hosts",generated UI art with sourced period equipment and resistance references,header motif plus 64x64 and 32x32 icons,"defensive mandate, liberated corridor, overextended front","defended pass, supply column, local command and civilian endurance","heroic battle painting detached from UI, ethnic caricature, modern equipment",host_overlay_invasion_resistance.dds,GFX_012_africa_host_overlay_invasion_resistance,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,static state family,deferred_controlled_pool
host_overlay_federal_amalgamation,host overlay motif kit,Host overlays,"Nigeria, Sudan, Uganda, Senegal and French West Africa, and other multi-region hosts",generated symbolic UI art,header motif plus 64x64 and 32x32 icons,"balanced regions, capital dominance, withdrawal pressure",several distinct regional seals joined through a chamber and transport network,"one undifferentiated Africa silhouette, identical regional emblems, readable generated labels",host_overlay_federal_amalgamation.dds,GFX_012_africa_host_overlay_federal_amalgamation,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,"three static states, optional state-driven warning pulse only for withdrawal pressure",deferred_controlled_pool
host_overlay_concession_resource,host overlay motif kit,Host overlays,"Liberia, Belgian Congo, Angola, Gold Coast, and French Equatorial Africa","generated UI art informed by sourced concession, mining, port, and labour references",header motif plus 64x64 and 32x32 icons,"concession control, public settlement, company retaliation","contract seal, mine or plantation output, rail or port access, public treasury","luxury wealth icon, dehumanised labour silhouettes, generic gold bars",host_overlay_concession_resource.dds,GFX_012_africa_host_overlay_concession_resource,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,static state family,deferred_controlled_pool
host_overlay_land_settlement,host overlay motif kit,Host overlays,"Kenya, South Africa, Southern Rhodesia, Algeria, and land-centred priority packages",generated symbolic UI art informed by sourced land and survey references,header motif plus 64x64 and 32x32 icons,"disputed land, negotiated settlement, coercive seizure","survey boundary, homestead and field, legal seal, rail or market access","empty landscape, one-race crowd, simplistic farm icon",host_overlay_land_settlement.dds,GFX_012_africa_host_overlay_land_settlement,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,static state family,deferred_controlled_pool
host_overlay_corridor_island,host overlay motif kit,Host overlays,"Tanganyika, Somali territories, Madagascar, Sierra Leone, and island or corridor hosts",generated symbolic UI art,header motif plus 64x64 and 32x32 icons,"open route, threatened route, isolated host","port, rail or caravan connection, island or coastal silhouette, protected convoy","generic world map, modern container ship, tourist imagery",host_overlay_corridor_island.dds,GFX_012_africa_host_overlay_corridor_island,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,static base with optional route-threat pulse from the shared corridor warning asset,deferred_controlled_pool
host_first_proof_state_kit,scripted GUI state kit,Host overlays,"show selected host proof mission, progress, failure, and recovery",generated UI art,"selected card frame, 64x64 seal, 32x32 status icons","unselected, active, succeeded, failed, recovery active, recovered","one consistent mandate seal whose condition changes through visible cracks, repairs, and stamped completion","text inside art, six unrelated icons, motion that hides status",host_first_proof_state_kit.dds,GFX_012_africa_host_first_proof_state,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/decisions,"active progress may use a subtle source-frame seal activation, failure and recovery need static fallbacks",deferred_controlled_pool
host_legacy_post_unification_card,scripted GUI card frame and icon family,Host overlays,show the original host legacy in post-unification constitutional and world-order play,generated symbolic UI art,card frame plus 64x64 icon,"regional governance, corridor, resource, land, island, military, diplomatic legacy",host origin motif embedded inside a continental institution rather than a dominant national flag,"one host visually swallowing the continent, flag wallpaper",host_legacy_post_unification_card.dds,GFX_012_africa_host_legacy_card,gfx/interface/012_africa/host_overlays/,assets/vanilla_reference/icons/ideas,static,deferred_controlled_pool
federal_deadlock_warning,decision and scripted GUI warning icon,Constitutional route dilemmas,federal deadlock conference and blocked congress state,generated icon art,64x64 plus 32x32,"deadlocked, conference active, compromise reached","divided chamber, locked voting device, then rejoined constitutional seal","generic broken chain, readable ballot text",decision_012_africa_federal_deadlock.dds,GFX_decision_012_africa_federal_deadlock,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,"warning state can use a restrained pulse with real source frames, all three states need static versions",deferred_controlled_pool
republic_first_election_states,decision and mission icon family,Constitutional route dilemmas,"first continental election preparation, polling, dispute, and transfer",generated icon art,"64x64, 32x32, and compact progress markers","preparation, polling, accepted result, disputed result, peaceful transfer","ballot, regional routes, observers, and lawful office transfer","modern electronic voting, readable generated posters, one-country ballot design",decision_012_africa_first_election.dds,GFX_decision_012_africa_first_election,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,"selected progress only, subtle source-frame movement in the ballot seal, static fallbacks required",deferred_controlled_pool
crowns_succession_arbitration_states,decision and member-card icon family,Constitutional route dilemmas,"succession dispute, regency, arbitration, and accepted settlement",generated symbolic icon art with sourced motif review for any specific crown,64x64 plus 32x32,"disputed throne, regency, arbitration, accepted ruler, civic conversion","empty seat, several claimant seals, neutral council staff, constitutional document","one generic European crown imposed across packages, readable names",decision_012_africa_succession_arbitration.dds,GFX_decision_012_africa_succession_arbitration,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,static state family,deferred_controlled_pool
peoples_food_industry_balance,decision and mission icon family,Constitutional route dilemmas,"balance food supply, transport, labour, and industrial planning",generated icon art,64x64 plus 32x32,"balanced plan, food shortage, industrial shortage, coercive requisition","grain, rail wagons, factory and cooperative ledger in one readable composition","tiny clutter, propaganda text, generic hammer symbol as the whole icon",decision_012_africa_food_industry_balance.dds,GFX_decision_012_africa_food_industry_balance,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,static state family,deferred_controlled_pool
military_commander_loyalty_states,decision warning and portrait-frame overlay,Constitutional route dilemmas,"victorious commander review, monitoring, rotation, and coup pressure",generated UI and icon art,64x64 decision icon plus transparent portrait-frame overlay,"prestige rising, under review, subordinated, rogue command",laurel and command baton constrained by constitutional or staff seal,"specific real leader likeness, generic skull, full-frame opaque overlay",decision_012_africa_commander_loyalty.dds,GFX_decision_012_africa_commander_loyalty,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,"rogue-command portrait border can pulse with real source frames, static warning frame required",deferred_controlled_pool
confederal_emergency_ratification_states,decision and congress icon family,Constitutional route dilemmas,emergency action awaiting member ratification,generated symbolic icon art,64x64 plus 32x32 and vote markers,"pending, ratified, opt-out coalition, lapsed",several sovereign seals around a temporary emergency order,"federal government imagery, readable country names",decision_012_africa_confederal_ratification.dds,GFX_decision_012_africa_confederal_ratification,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,"pending seal may use a subtle source-frame timer glow, all results static",deferred_controlled_pool
covenant_obligation_review_states,high-chaos decision and scripted GUI state family,Constitutional route dilemmas,"review active obligations to nonhuman actors, territories, or natural powers",generated supernatural UI art,64x64 plus selected-card frame and 32x32 status icons,"bounded obligation, escalating demand, review active, renewed, ended, breached",human charter seal intersecting a clearly impossible natural or nonhuman mark,"real ethnic or religious symbols used as monster shorthand, unreadable occult text",decision_012_africa_covenant_obligation.dds,GFX_decision_012_africa_covenant_obligation,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,escalating and breach states need restrained frame-by-frame movement with static fallbacks,deferred_controlled_pool
postwar_constitutional_review_states,decision category and congress icon family,Post-unification governance,"demobilisation, amendment, election, succession, or confederal renegotiation after war",generated symbolic UI art,64x64 plus category header emblem,"review available, congress active, accepted settlement, failed review",wartime command frame opening into a constitutional chamber and regional seals,"victory parade, generic peace dove, final super-event title text",decision_012_africa_postwar_constitutional_review.dds,GFX_decision_012_africa_postwar_constitutional_review,gfx/interface/decisions/012_africa/,assets/vanilla_reference/icons/decisions,"available state may use a subtle seal activation, static fallbacks required",deferred_controlled_pool
priority_member_promotion_card,scripted GUI target card and status icons,Restored polities,show compact candidate readiness for promotion into a full priority package,generated UI art,member card frame plus 32x32 and 64x64 status icons,"cultural body, autonomous region, compact country, eligible for promotion, blocked overlap, promoted","one evolving regional seal with territory, institution, access, and role markers","automatic golden completion state, readable technical labels",priority_member_promotion_card.dds,GFX_012_africa_priority_member_promotion_card,gfx/interface/012_africa/restorations/,assets/vanilla_reference/icons/decisions,"eligibility seal can activate through real source frames, static fallback and all blocked states required",deferred_runtime_gated
priority_member_distinct_mechanic_icons,coordinated decision icon family,Restored polities,identify the sixteen priority-package mechanics without duplicating full country visual packages,generated icon art with sourced motif review,16 decision icons at 32x32 and selected variants at 64x64,"one mechanic icon for each priority package, no ideology duplicates unless function changes","stool and council, city corridor, emirate compact, lake and caravan, assembly, cross-border consent, kingdom balance, heritage consent, corridor guarantee, port customs, river recognition, overlap settlement, restoration mandate, island confidence, crown land and labour","resized focus icons, unrelated national flags, tiny text",decision_012_africa_priority_member_mechanic_<country>.dds,GFX_decision_012_africa_priority_member_mechanic_<country>,gfx/interface/decisions/012_africa/priority_members/,assets/vanilla_reference/icons/decisions,"static, designed separately for 32x32 use",installed_dormant
route_commitment_value_icons,scripted GUI value icons,Constitutional routes,"consent commitment, central capacity, regional equality, and emergency rule debt",generated icon art,64x64 plus 24x24 and 16x16 UI variants,four distinct value icons with high and low warning states where useful,"rights and assent, administrative reach, balanced regions, emergency authority burden","reusing the four top-level Charter value icons, generic coloured circles",ui_012_africa_route_commitment_<value>.dds,GFX_012_africa_route_commitment_<value>,gfx/interface/012_africa/values/,assets/vanilla_reference/icons/ideas and assets/vanilla_reference/icons/decisions,"static, with separate warning overlay for emergency rule debt",deferred_controlled_pool
route_capstone_seal_family,"focus, scripted GUI, and identity seal family",Constitutional routes,show completed governing constitution and post-unification identity,generated symbolic art,"94x86 focus icon, 64x64 UI seal, and small status variant designed separately","federal, republic, crowns, people's union, military, confederation, Covenant",seven clearly distinct constitutional emblems sharing one restrained continental frame,"simple recolours, one emblem copied across icon types, readable route names",route_capstone_012_africa_<route>.dds,GFX_012_africa_route_capstone_<route>,gfx/interface/012_africa/routes/,"assets/vanilla_reference/icons/national_focus, assets/vanilla_reference/icons/ideas, and assets/vanilla_reference/icons/decisions","Covenant may have an animated reveal, grounded seals remain static unless state communication requires activation",deferred_runtime_gated
